Rk,Age,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
251,23,33,73,65,8,8,4,0,0,3,2,0,23,1,5,0,0,0,0,0.123,0.162,0.185,0.346,*1/H
252,30,31,4,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,*1
253,29,64,210,191,16,43,5,0,7,20,10,1,60,7,1,1,3,0,0,0.225,0.287,0.361,0.648,*2/HD3
254,32,32,10,7,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,*1/H
255,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
256,33,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
257,28,7,5,4,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0.2,0,0.2,/*H79
258,27,73,162,152,18,32,5,2,4,16,7,0,42,0,3,0,1,1,0,0.211,0.245,0.349,0.594,789H/D
259,27,151,618,567,74,144,30,3,12,63,26,2,102,2,13,10,18,0,0,0.254,0.284,0.381,0.665,*6/H
260,28,134,563,508,71,160,29,2,13,97,40,2,100,10,0,5,12,2,0,0.315,0.373,0.457,0.83,*379/HD
261,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
262,26,149,550,499,52,124,24,3,9,43,42,6,96,5,1,3,10,1,2,0.248,0.311,0.363,0.674,*6/H
263,31,116,469,435,62,123,30,3,6,31,28,2,66,3,0,2,4,15,4,0.283,0.329,0.407,0.736,*7H/D
264,33,131,584,513,93,134,22,3,22,66,61,3,65,0,2,8,7,21,5,0.261,0.335,0.444,0.779,*8D/H
265,26,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
266,29,60,181,165,18,36,7,1,1,13,16,0,39,0,0,0,3,6,1,0.218,0.287,0.291,0.578,978H/D
267,29,61,187,173,18,25,3,0,1,11,6,1,33,4,3,1,6,1,0,0.145,0.19,0.179,0.369,*56/H37
268,32,109,456,413,49,110,18,0,27,76,35,2,109,4,0,4,14,5,1,0.266,0.327,0.506,0.833,*9/D
269,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
270,26,51,129,123,13,25,6,1,1,13,4,1,25,2,0,0,7,0,0,0.203,0.24,0.293,0.533,*2H/5D
271,34,130,540,489,74,162,31,3,20,84,46,5,100,2,0,3,13,10,3,0.331,0.389,0.53,0.919,*93/HD
272,27,11,22,20,1,3,0,0,0,1,0,0,5,0,2,0,0,0,0,0.15,0.15,0.15,0.3,*1
273,24,47,104,99,12,29,5,0,2,12,4,1,23,0,0,1,5,5,1,0.293,0.317,0.404,0.721,*7H/4
274,24,6,12,9,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0.1,0,0.1,/*1
275,24,8,8,8,2,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0.25,0.25,0.25,0.5,/*7H9
276,25,5,5,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.4,0,0.4,/*H7
277,24,31,112,99,4,20,3,0,1,5,12,0,21,0,0,1,3,0,0,0.202,0.286,0.263,0.548,*2/H
278,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
279,28,22,4,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,*1
280,26,79,179,160,15,37,7,0,5,12,18,0,57,1,0,0,5,7,2,0.231,0.313,0.369,0.682,*8H9/D7
281,26,32,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
282,22,31,87,76,8,18,6,0,3,12,10,1,24,1,0,0,1,0,1,0.237,0.333,0.434,0.768,*5H
283,27,160,673,584,103,167,42,1,53,138,72,12,199,10,0,7,4,4,1,0.286,0.37,0.634,1.004,*3/D
284,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
285,26,103,377,317,37,65,14,0,9,33,57,5,101,1,0,2,9,4,0,0.205,0.326,0.334,0.661,*3H
286,25,56,153,136,27,38,10,0,11,27,11,0,34,5,0,1,4,3,0,0.279,0.353,0.596,0.949,*7H/D
287,32,108,360,331,49,86,16,2,6,24,21,0,67,5,1,2,8,45,6,0.26,0.312,0.375,0.687,*79H8/D
288,27,31,4,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,*1
289,29,153,675,607,84,160,27,4,17,62,50,1,147,6,6,6,8,20,8,0.264,0.323,0.405,0.728,*8*7/HD
290,25,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
291,30,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
292,23,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
293,32,30,59,52,2,2,0,0,0,0,2,0,21,0,5,0,0,0,0,0.038,0.074,0.038,0.113,*1
294,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
295,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
296,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
297,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
298,23,13,31,26,3,4,0,0,1,2,3,0,4,0,1,1,0,0,1,0.154,0.233,0.269,0.503,/*7H
299,29,18,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,*1
300,33,122,439,391,52,98,29,3,8,38,39,0,79,6,2,1,6,5,3,0.251,0.327,0.402,0.729,*87H/9
301,29,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
302,23,21,37,32,2,7,0,0,0,1,1,0,13,0,4,0,1,0,0,0.219,0.242,0.219,0.461,*1/H
303,36,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
304,25,27,63,58,7,12,1,0,1,6,4,0,23,1,0,0,0,4,1,0.207,0.27,0.276,0.546,*8/9H7
305,32,144,520,473,67,132,21,2,10,47,42,2,84,1,0,4,13,11,0,0.279,0.337,0.395,0.732,*978H/D
306,38,88,236,204,23,48,12,1,7,36,28,1,49,1,0,3,8,0,0,0.235,0.326,0.407,0.733,H453D/7
307,26,123,358,328,43,78,25,1,5,43,22,5,56,3,3,2,7,6,3,0.238,0.29,0.366,0.656,645H
308,27,158,655,600,77,168,38,3,20,80,43,3,145,5,2,5,16,21,6,0.28,0.331,0.453,0.784,*6
309,27,13,25,22,1,2,0,0,0,0,1,0,17,0,2,0,0,0,0,0.091,0.13,0.091,0.221,*1
310,27,4,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0.333,0.333,0.667,1,/*H5
311,26,24,7,7,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.143,0.143,0.143,0.286,*1
312,28,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/*5H4
313,35,10,19,18,1,3,1,0,0,1,1,0,3,0,0,0,1,0,0,0.167,0.211,0.222,0.433,/*H7
314,31,56,109,105,17,25,5,0,4,13,4,0,36,0,0,0,0,5,1,0.238,0.266,0.4,0.666,DH7/98
315,24,69,213,194,32,51,13,5,5,17,16,0,41,0,1,2,1,2,2,0.263,0.316,0.459,0.775,*7H8/9D
316,38,34,6,6,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.5,0.833,*1
317,26,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
318,23,57,233,215,32,46,10,2,9,23,11,1,56,7,0,0,1,1,0,0.214,0.275,0.405,0.679,*4
319,27,131,484,438,60,112,16,2,9,37,42,2,84,2,1,1,6,7,1,0.256,0.323,0.363,0.686,*7H9/8D
320,34,114,267,237,21,54,11,0,2,22,22,6,40,5,0,3,5,1,1,0.228,0.303,0.3,0.603,*H3/D9
321,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
322,22,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/*1
323,23,152,589,543,56,131,25,0,21,77,30,1,96,7,2,7,17,0,1,0.241,0.286,0.403,0.69,*5/HD
324,27,158,668,579,89,174,37,3,24,93,76,2,110,6,1,6,15,5,2,0.301,0.384,0.499,0.883,*5/D63
325,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
326,39,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
327,25,29,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,*1
328,32,135,538,485,49,120,28,1,14,55,48,4,99,1,0,4,13,1,0,0.247,0.314,0.396,0.71,D29H/7
329,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
330,37,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
331,26,147,623,558,72,136,33,4,18,66,51,0,120,6,3,4,14,14,7,0.244,0.312,0.414,0.726,*4/H
332,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
333,30,124,501,442,57,112,29,8,13,67,54,3,124,1,0,4,9,6,0,0.253,0.333,0.443,0.777,*6/H
334,27,100,384,318,42,71,16,0,15,33,55,4,102,9,0,2,1,0,3,0.223,0.352,0.415,0.767,*73/HD
335,30,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
336,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
337,30,26,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,*1
338,33,20,64,55,6,10,1,0,2,6,9,0,14,0,0,0,4,0,0,0.182,0.297,0.309,0.606,*D/H3
339,33,149,607,525,60,115,15,0,34,86,76,7,189,3,0,3,2,1,1,0.219,0.32,0.442,0.762,D3/7H
340,28,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
341,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
342,35,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
343,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
344,28,87,239,213,30,55,9,4,2,17,21,1,45,1,3,1,4,34,6,0.258,0.326,0.366,0.692,*8HD
345,25,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/*1
346,24,66,277,250,40,63,10,4,3,22,17,0,44,6,3,1,4,5,2,0.252,0.314,0.36,0.674,*78/H9D
347,26,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
348,32,115,448,390,43,93,17,1,10,52,45,1,78,3,4,6,11,0,2,0.238,0.318,0.364,0.682,*2/H
349,36,126,480,433,46,117,13,2,6,48,26,2,74,10,6,5,5,4,1,0.27,0.323,0.351,0.674,*4H/5
350,29,134,636,577,92,172,31,8,9,53,47,3,92,5,1,2,12,52,4,0.298,0.355,0.426,0.781,*8
351,26,52,136,120,16,29,4,0,2,6,13,0,20,0,2,1,1,1,6,0.242,0.313,0.325,0.638,6H4/7D839215
352,30,142,621,530,90,144,29,1,36,104,82,7,62,4,0,5,20,7,1,0.272,0.37,0.534,0.904,*3D5
353,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
354,23,18,35,31,1,2,0,0,0,1,1,0,17,0,3,0,0,0,0,0.065,0.094,0.065,0.158,*1
355,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
356,22,11,19,16,0,1,0,0,0,1,1,0,5,0,2,0,0,0,0,0.063,0.118,0.063,0.18,*1
357,26,37,7,6,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,*1
358,26,158,642,607,57,142,20,4,4,52,19,1,84,3,9,4,12,22,0,0.234,0.259,0.3,0.559,*6/H
359,24,66,179,165,23,39,5,2,3,10,11,0,34,0,2,1,0,0,2,0.236,0.282,0.345,0.628,*65H/47D
360,30,153,578,508,61,130,27,1,9,56,57,2,73,3,6,4,19,4,4,0.256,0.332,0.366,0.698,*6/H
361,26,44,167,158,11,25,9,0,3,12,4,0,47,3,1,1,1,1,0,0.158,0.193,0.272,0.465,*4/6
362,29,21,40,34,1,7,1,0,0,2,1,0,16,0,5,0,0,0,0,0.206,0.229,0.235,0.464,*1
363,31,142,553,482,54,131,33,2,12,52,61,11,95,7,0,3,9,4,3,0.272,0.36,0.423,0.783,*89/H7D
364,30,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,/*5
365,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
366,37,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
367,26,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
368,25,56,173,160,12,37,8,0,4,16,10,5,56,0,2,1,5,0,0,0.231,0.275,0.356,0.631,*2H/3
369,30,31,38,37,2,6,2,0,1,8,0,0,13,0,1,0,0,0,0,0.162,0.162,0.297,0.459,*1/H
370,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
371,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
372,20,28,58,50,5,11,1,1,1,5,0,0,20,0,7,1,2,0,0,0.22,0.216,0.34,0.556,*1
373,26,15,27,26,4,4,0,0,0,0,1,0,7,0,0,0,0,0,0,0.154,0.185,0.154,0.339,/*465H
374,29,162,712,624,82,174,36,0,25,106,75,5,117,9,0,4,20,1,1,0.279,0.362,0.457,0.819,*3D
375,27,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1/H
376,29,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
377,28,11,5,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,*1
378,26,12,18,17,0,1,0,0,0,0,1,0,12,0,0,0,0,0,0,0.059,0.111,0.059,0.17,*1
379,28,33,12,12,1,3,0,0,0,2,0,0,5,0,0,0,0,0,0,0.25,0.25,0.25,0.5,*1
380,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
381,29,33,7,5,0,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0.4,0.4,0.4,0.8,*1
382,26,85,271,246,28,55,11,0,10,27,19,3,62,5,1,0,2,2,0,0.224,0.293,0.39,0.683,*4H/653D
383,21,27,101,95,8,20,5,0,1,13,5,0,23,0,0,1,1,0,0,0.211,0.248,0.295,0.542,*5/4H
384,26,134,446,403,44,89,17,0,9,44,33,1,115,2,5,3,7,15,6,0.221,0.281,0.33,0.611,*6/H
385,27,84,275,256,24,50,11,0,10,24,14,1,94,4,0,1,9,0,1,0.195,0.247,0.355,0.603,*2
386,30,5,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,/*1
387,23,4,6,5,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0.4,0.4,0.4,0.8,/*1
388,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
389,26,75,243,220,22,47,6,1,6,19,19,2,54,2,1,1,5,6,1,0.214,0.281,0.332,0.613,4H675/9
390,27,119,492,415,71,109,18,3,12,42,65,1,105,6,4,2,5,19,9,0.263,0.369,0.407,0.776,*8H
391,32,23,20,14,0,1,1,0,0,1,2,0,3,1,2,1,1,0,0,0.071,0.222,0.143,0.365,*1
392,31,21,50,44,4,5,0,0,1,1,5,0,11,1,0,0,0,0,0,0.114,0.22,0.182,0.402,*D/9H7
393,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
394,26,124,385,348,36,79,12,1,18,48,32,3,138,3,0,2,3,0,2,0.227,0.296,0.422,0.719,*35H/D
395,29,81,256,245,20,50,10,2,3,17,9,2,61,2,0,0,7,3,0,0.204,0.238,0.298,0.536,*97H/D8
396,31,119,278,252,27,59,10,1,5,26,12,0,29,11,1,2,10,1,0,0.234,0.296,0.341,0.637,*H34/5
397,22,102,412,369,38,83,20,1,12,45,42,1,113,0,0,1,2,6,1,0.225,0.303,0.382,0.686,*4/H6D
398,35,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
399,27,150,600,531,63,124,29,3,19,73,50,1,125,14,2,3,14,6,5,0.234,0.314,0.407,0.721,*5/H7
400,23,147,629,551,89,176,27,2,23,109,66,10,121,7,0,5,10,1,0,0.319,0.396,0.501,0.897,*3/H
401,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
402,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
403,30,138,521,462,53,121,26,1,9,60,47,1,106,9,0,3,25,1,2,0.262,0.34,0.381,0.721,*5/HD
404,26,80,208,190,10,52,8,1,4,24,14,0,31,2,0,2,8,0,0,0.274,0.327,0.389,0.716,*3HD
405,27,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
406,27,6,16,13,2,5,1,0,1,4,3,0,3,0,0,0,1,0,0,0.385,0.5,0.692,1.192,/*2HD
407,22,23,36,33,4,5,0,0,0,1,3,0,16,0,0,0,0,3,0,0.152,0.222,0.152,0.374,*8H/7
408,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
409,31,119,200,176,25,35,0,3,2,17,17,0,28,1,4,2,6,8,2,0.199,0.27,0.267,0.537,789H/D1
410,27,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
411,27,33,64,57,4,12,2,0,2,4,0,0,29,0,7,0,1,0,0,0.211,0.211,0.351,0.561,*1/H
412,23,70,222,205,13,48,5,4,6,19,13,2,45,1,3,0,5,1,0,0.234,0.283,0.385,0.668,45H67
413,22,72,256,244,31,69,7,3,7,31,9,0,59,1,0,2,8,3,3,0.283,0.309,0.422,0.731,*98H/7
414,36,17,10,8,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,*1
415,26,9,21,21,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,/*1
416,22,45,111,101,10,20,1,1,0,2,7,0,34,0,2,1,0,7,2,0.198,0.248,0.228,0.475,4H/685D
417,26,24,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
418,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
419,29,145,609,539,81,147,33,10,8,52,52,1,127,8,7,3,8,24,8,0.273,0.344,0.416,0.759,*8/HD
420,33,12,21,19,0,3,1,0,0,0,0,0,5,0,2,0,1,0,0,0.158,0.158,0.211,0.368,*1
421,29,24,20,18,1,4,1,0,0,2,0,0,9,1,1,0,0,0,0,0.222,0.263,0.278,0.541,*1
422,24,3,6,5,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0.167,0,0.167,/*1
423,26,105,382,354,44,86,21,0,21,65,21,4,81,4,0,3,10,0,0,0.243,0.291,0.48,0.771,72H/3D
424,30,30,29,25,0,1,0,0,0,1,2,0,14,0,2,0,0,0,0,0.04,0.111,0.04,0.151,*1
425,22,20,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
426,27,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
427,27,32,71,60,0,8,0,1,0,4,3,0,30,0,8,0,0,0,0,0.133,0.175,0.167,0.341,*1
428,23,69,230,213,29,69,11,2,6,21,10,0,42,1,5,1,0,2,1,0.324,0.356,0.479,0.834,*4H
429,29,106,287,246,39,69,12,4,2,22,29,2,46,8,3,1,5,24,3,0.28,0.373,0.386,0.759,*87H/D
430,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
431,25,29,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
432,29,78,237,209,29,46,6,1,1,18,20,3,24,0,8,0,9,16,3,0.22,0.288,0.273,0.561,*4H/D
433,42,71,216,186,21,34,8,0,9,31,23,0,56,4,0,3,8,0,1,0.183,0.282,0.371,0.653,*DH
434,25,14,48,41,4,9,3,0,0,4,5,0,4,2,0,0,0,0,0,0.22,0.333,0.293,0.626,*4/HD
435,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
436,25,134,452,408,46,100,14,3,13,40,37,4,79,1,0,6,7,0,1,0.245,0.305,0.39,0.695,*5H3/D
437,29,28,69,59,6,12,2,0,0,4,7,1,13,1,1,1,2,0,0,0.203,0.294,0.237,0.531,9H/78
438,30,4,4,3,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.333,0.5,0.667,1.167,/*H325
439,30,26,80,68,8,13,4,0,2,10,7,1,22,2,0,3,1,0,0,0.191,0.275,0.338,0.613,*2/H
440,24,57,155,132,17,32,7,2,5,14,20,1,25,0,2,1,0,2,1,0.242,0.34,0.439,0.779,*7H/9
441,25,34,121,119,11,30,5,0,2,8,2,0,28,0,0,0,1,0,0,0.252,0.264,0.345,0.609,*4/6H
442,25,160,710,602,103,182,36,3,36,125,99,19,145,3,0,5,25,15,7,0.302,0.401,0.551,0.952,*3/H
443,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
444,32,116,366,312,49,77,17,0,13,52,43,3,89,6,0,5,6,1,0,0.247,0.344,0.426,0.771,*7HD/9
445,25,88,322,293,45,86,18,2,11,38,18,0,67,7,0,4,12,2,0,0.294,0.345,0.481,0.826,*2/HD3
446,27,147,590,536,80,152,27,10,24,73,37,2,146,10,1,6,11,40,7,0.284,0.338,0.506,0.843,*8/H
447,25,34,13,13,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0.077,0.077,0.077,0.154,*1
448,31,157,641,583,69,171,32,0,22,100,47,6,98,1,0,10,12,1,0,0.293,0.342,0.461,0.803,*3/HD
449,30,24,60,57,6,11,2,0,1,6,2,1,12,0,0,1,2,0,0,0.193,0.217,0.281,0.497,4/5679H1
450,36,41,118,113,14,20,3,0,1,8,3,0,26,1,0,1,1,0,0,0.177,0.203,0.23,0.433,*3H5/6
451,27,110,436,391,72,118,23,6,26,70,41,2,118,1,0,3,7,21,3,0.302,0.367,0.591,0.958,*7/HD
452,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
453,27,32,66,56,2,5,1,0,1,1,1,0,16,1,8,0,2,0,0,0.089,0.121,0.161,0.281,*1
454,24,72,222,204,22,45,8,0,4,14,9,0,37,0,8,1,5,6,2,0.221,0.252,0.319,0.571,*64/H5D
455,22,5,9,9,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0.222,0.222,0.222,0.444,/*2HD
456,29,30,4,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,*1
457,35,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
458,29,156,700,633,90,168,27,6,20,81,52,7,141,9,0,6,4,11,3,0.265,0.327,0.422,0.749,*7/H
459,25,38,106,94,9,22,1,1,1,6,10,2,21,1,1,0,0,10,2,0.234,0.314,0.298,0.612,*6H/4
460,30,43,18,17,0,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0.059,0.059,0.059,0.118,*1
461,22,52,153,147,15,38,6,5,2,12,5,0,37,0,1,0,5,4,3,0.259,0.283,0.408,0.691,*87/H9D
462,29,14,47,45,1,8,2,0,0,3,0,0,8,0,1,1,3,0,0,0.178,0.174,0.222,0.396,*2/H
463,24,4,7,6,2,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0.333,0.429,0.333,0.762,/*4*H
464,24,28,108,88,13,19,8,0,1,9,18,2,18,1,0,1,1,0,0,0.216,0.352,0.341,0.693,*2/H3
465,32,61,245,214,31,49,13,2,7,15,27,1,69,1,2,1,1,8,2,0.229,0.317,0.407,0.723,8D97/H
466,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
467,25,45,153,140,16,35,8,1,1,17,10,0,44,1,0,2,3,0,0,0.25,0.301,0.343,0.644,*4/H
468,34,18,65,55,4,13,2,0,1,6,3,0,14,3,2,2,1,0,0,0.236,0.302,0.327,0.629,/6345H
469,29,22,57,54,7,12,2,1,1,3,3,0,19,0,0,0,1,0,0,0.222,0.263,0.352,0.615,*4/H
470,29,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
471,35,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
472,23,103,404,357,47,90,16,3,7,28,37,5,65,6,2,1,4,0,2,0.252,0.332,0.373,0.704,*6/H
473,29,29,72,58,5,19,3,0,0,4,7,0,10,1,6,0,0,2,0,0.328,0.409,0.379,0.788,*1/H
474,25,32,5,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0.2,0,0.2,*1
475,36,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
476,24,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
477,23,63,288,257,29,69,14,0,4,21,23,0,70,2,5,1,2,6,7,0.268,0.332,0.37,0.702,*78/9D
478,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
479,34,49,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
480,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
481,34,33,5,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5,*1
482,30,41,151,145,18,36,7,0,10,24,5,0,43,0,1,0,2,3,1,0.248,0.273,0.503,0.777,*98/H
483,29,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
484,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,/*H*D
485,29,126,318,288,33,65,17,0,9,35,27,1,79,2,1,0,4,3,0,0.226,0.297,0.378,0.675,H37/954
486,24,125,525,486,62,121,26,0,23,63,33,1,123,4,0,2,14,1,1,0.249,0.301,0.444,0.745,*45/H
487,36,82,299,262,31,53,8,1,12,37,32,2,79,5,0,0,5,2,0,0.202,0.301,0.378,0.679,*DH
488,27,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
489,37,96,226,204,17,43,7,0,2,22,14,0,22,2,3,3,7,0,0,0.211,0.265,0.275,0.539,H573/94
490,33,85,174,157,18,30,5,0,10,26,9,0,44,2,1,5,3,2,0,0.191,0.237,0.414,0.651,*H97/D
491,25,2,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,/*1
492,36,13,20,18,0,0,0,0,0,1,1,0,17,0,1,0,0,0,0,0,0.053,0,0.053,*1
493,26,42,111,101,9,24,4,0,4,17,5,0,31,3,1,1,2,0,0,0.238,0.291,0.396,0.687,*3H/795
494,29,33,71,56,4,10,1,1,0,5,1,0,24,1,13,0,0,0,1,0.179,0.207,0.232,0.439,*1
495,22,13,22,19,9,7,2,0,0,1,2,0,4,0,1,0,0,13,1,0.368,0.429,0.474,0.902,/*H*8
